Loss,Time(s)
1049.9217200853113,4.955036163330078
1049.9217200853113,10.210798978805542
1049.9217200853113,15.693652153015137
1049.9217200853113,21.377700090408325
1049.9217200853113,26.357877016067505
1049.9217200853113,31.227296829223633
1049.9217200853113,36.63530898094177
1049.9217200853113,41.26207613945007
1049.9217200853113,45.91098690032959
1049.9217200853113,51.650420904159546
1049.9217200853113,56.79750108718872
1049.9217200853113,61.643401861190796
1049.9217200853113,66.6376690864563
1049.9217200853113,71.88023114204407
1049.9217200853113,86.54670810699463
1049.9217200853113,91.59861397743225
1049.9217200853113,96.04698419570923
1049.9217200853113,100.711599111557
1049.9217200853113,105.38531112670898
1049.9217200853113,110.38109087944031
1049.9217200853113,115.00750207901001
1049.9217200853113,119.69740891456604
1049.9217200853113,124.2252631187439
1049.9217200853113,130.88104104995728
1049.9217200853113,135.48430824279785
1049.9217200853113,140.36307287216187
1049.9217200853113,145.16094994544983
1049.9217200853113,149.91069293022156
1049.9217200853113,154.678120136261
1049.9217200853113,160.7604467868805
1049.9217200853113,165.95746397972107
1049.9217200853113,170.97700691223145
1049.9217200853113,175.60195183753967
1049.9217200853113,180.44984006881714
1049.9217200853113,185.61172604560852
1049.9217200853113,190.7668960094452
1049.9217200853113,195.42909407615662
1049.9217200853113,200.3202440738678
1049.9217200853113,204.9877369403839
1049.9217200853113,209.7004680633545
1049.9217200853113,214.40318703651428
1049.9217200853113,220.15107607841492
1049.9217200853113,225.12671899795532
1049.9217200853113,229.7581820487976
1049.9217200853113,234.34592700004578
1049.9217200853113,238.83766794204712
1049.9217200853113,243.4749801158905
1049.9217200853113,248.15150499343872
1049.9217200853113,252.90520405769348
1049.9217200853113,258.05869793891907
1049.9217200853113,262.76982593536377
1049.9217200853113,267.6017451286316
1049.9217200853113,272.5343608856201
1049.9217200853113,277.53375720977783
1049.9217200853113,282.71698904037476
1049.9217200853113,287.73014402389526
1049.9217200853113,292.96726393699646
1049.9217200853113,297.9595379829407
1049.9217200853113,303.0559389591217
1049.9217200853113,308.21407985687256
1049.9217200853113,312.97459387779236
1049.9217200853113,317.7213931083679
1049.9217200853113,322.35143208503723
1049.9217200853113,327.05930519104004
1049.9217200853113,331.71117091178894
1049.9217200853113,336.30119490623474
1049.9217200853113,340.8321650028229
1049.9217200853113,345.51798009872437
1049.9217200853113,350.62250804901123
1049.9217200853113,355.42579913139343
1049.9217200853113,360.5051109790802
1049.9217200853113,365.1702449321747
1049.9217200853113,369.7596571445465
1049.9217200853113,374.4083790779114
1049.9217200853113,379.2879469394684
1049.9217200853113,384.30263209342957
1049.9217200853113,389.57423400878906
1049.9217200853113,394.4222061634064
1049.9217200853113,398.9954972267151
1049.9217200853113,403.9082200527191
1049.9217200853113,408.58824706077576
1049.9217200853113,413.2821559906006
1049.9217200853113,418.0499210357666
1049.9217200853113,422.5312030315399
1049.9217200853113,427.0439441204071
1049.9217200853113,431.6502089500427
1049.9217200853113,436.39133191108704
1049.9217200853113,441.2852110862732
1049.9217200853113,445.8644771575928
1049.9217200853113,450.6041340827942
1049.9217200853113,455.3540210723877
1049.9217200853113,460.3439910411835
1049.9217200853113,465.16445779800415
1049.9217200853113,470.0760180950165
1049.9217200853113,474.7711079120636
1049.9217200853113,479.414843082428
1049.9217200853113,484.1545481681824
1049.9217200853113,488.7862298488617
1049.9217200853113,493.3716199398041
1049.9217200853113,498.0693311691284
1049.9217200853113,502.7562611103058
1049.9217200853113,507.5604660511017
1049.9217200853113,512.221556186676
1049.9217200853113,516.7848701477051
1049.9217200853113,521.5836069583893
1049.9217200853113,526.3843519687653
1049.9217200853113,531.2368381023407
1049.9217200853113,535.769045829773
1049.9217200853113,540.2916209697723
1049.9217200853113,544.8149001598358
1049.9217200853113,549.5393278598785
1049.9217200853113,554.318764925003
1049.9217200853113,559.0427858829498
1049.9217200853113,563.610757112503
1049.9217200853113,568.1892251968384
1049.9217200853113,572.8995950222015
1049.9217200853113,577.6912832260132
1049.9217200853113,582.3244910240173
1049.9217200853113,587.0139849185944
1049.9217200853113,592.074432849884
1049.9217200853113,597.3736600875854
1049.9217200853113,602.7453799247742
1049.9217200853113,607.515820980072
1049.9217200853113,612.1791269779205
1049.9217200853113,616.6677868366241
1049.9217200853113,621.3356919288635
1049.9217200853113,626.0913488864899
1049.9217200853113,630.8948309421539
1049.9217200853113,635.5484719276428
1049.9217200853113,640.2691838741302
1049.9217200853113,644.7696738243103
1049.9217200853113,649.4497592449188
1049.9217200853113,654.1817619800568
1049.9217200853113,659.046464920044
1049.9217200853113,663.6927609443665
1049.9217200853113,668.2192311286926
1049.9217200853113,672.731822013855
1049.9217200853113,677.4597029685974
1049.9217200853113,682.2916100025177
1049.9217200853113,686.997153043747
1049.9217200853113,691.6935920715332
1049.9217200853113,696.2392401695251
1049.9217200853113,700.9059860706329
1049.9217200853113,705.6485359668732
1049.9217200853113,710.6742949485779
1049.9217200853113,715.3633818626404
1049.9217200853113,719.8737139701843
1049.9217200853113,724.4047200679779
1049.9217200853113,729.0634541511536
1049.9217200853113,733.8611710071564
1049.9217200853113,738.7312951087952
1049.9217200853113,743.2989070415497
1049.9217200853113,747.6600689888
1049.9217200853113,752.0742650032043
1049.9217200853113,756.5368738174438
1049.9217200853113,761.8078439235687
1049.9217200853113,767.2711389064789
1049.9217200853113,772.3336868286133
1049.9217200853113,776.8806610107422
1049.9217200853113,781.3745720386505
1049.9217200853113,786.1760330200195
1049.9217200853113,791.0178320407867
1049.9217200853113,796.0742628574371
1049.9217200853113,801.1277449131012
1049.9217200853113,806.055643081665
1049.9217200853113,811.2843670845032
1049.9217200853113,816.4281389713287
1049.9217200853113,821.8561339378357
1049.9217200853113,827.2522010803223
1049.9217200853113,832.2251629829407
1049.9217200853113,836.7891139984131
1049.9217200853113,841.3613448143005
1049.9217200853113,846.2707319259644
1049.9217200853113,851.5524389743805
1049.9217200853113,856.5958051681519
1049.9217200853113,861.7764101028442
1049.9217200853113,866.4302802085876
1049.9217200853113,871.1172168254852
1049.9217200853113,876.0248119831085
1049.9217200853113,881.089103937149
1049.9217200853113,885.7365989685059
1049.9217200853113,890.3427860736847
1049.9217200853113,895.0576281547546
1049.9217200853113,899.9001288414001
1049.9217200853113,904.6969802379608
1049.9217200853113,909.4007451534271
1049.9217200853113,914.1694419384003
1049.9217200853113,919.30411195755
1049.9217200853113,924.4144170284271
1049.9217200853113,929.2075159549713
1049.9217200853113,933.7735569477081
1049.9217200853113,938.2782800197601
1049.9217200853113,942.823264837265
1049.9217200853113,947.6904170513153
1049.9217200853113,952.468857049942
1049.9217200853113,957.1679708957672
1049.9217200853113,961.6983919143677
1049.9217200853113,966.2310380935669
1049.9217200853113,970.7420508861542
1049.9217200853113,975.2750911712646
1049.9217200853113,980.2456789016724
1049.9217200853113,985.2448129653931
1049.9217200853113,990.2389380931854
1049.9217200853113,995.2499182224274
1049.9217200853113,1000.2891809940338
1049.9217200853113,1005.0376260280609
